1559730423,1,1.1,-74.004711,40.737770000000005,-677418915,2313200,-74.00983099999999,40.72600000000001,5.5,18,2012,11,5,5.0,1.0,1.377170009983808
1559730423,2,0.7000000000000001,-73.9746,40.759945,-677418915,2313200,-73.98473699999998,40.759388,5.0,23,2012,11,7,0.0,0.0,0.8554962606318685
1559730423,3,10.700000000000001,-73.989937,40.756773,-677418915,2313200,-73.86524799999998,40.770630000000004,34.0,12,2012,11,7,0.0,0.0,10.607084480265994
1559730423,1,2.3,-73.98851,40.774308000000005,-677418915,2313200,-73.981095,40.755327,10.0,7,2012,11,7,0.0,0.0,2.1996565811631794
1559730423,1,4.4,-74.010394,40.70870200000001,-677418915,2313200,-73.987848,40.756104,16.5,14,2012,11,10,3.0,0.0,5.599241939652349
1559730423,1,1.5,-73.99211300000002,40.689702000000004,-677418915,933513450,-74.00715300000002,40.679296,7.0,8,2012,11,7,0.0,0.0,1.715646185645852
1559730423,1,0.8,-73.977127,40.74830900000001,-677418915,2313200,-73.99091400000002,40.751051000000004,7.5,11,2012,11,5,5.0,1.0,1.1999876413076358
1559730423,1,1.2,-73.98238699999999,40.752100000000006,-677418915,2313200,-73.993334,40.73639300000001,5.5,18,2012,11,1,1.0,0.0,1.9738293335928094
1559730423,1,3.0,-73.98702400000002,40.759374,-677418915,2313200,-73.86202199999998,40.76801600000001,2.5,6,2012,11,2,2.0,0.0,10.564799959351342
452563162,1,2.3399999999999994,-73.99062000000002,40.756457000000005,-677418915,-1,-73.991502,40.739497,9.5,10,2012,11,13,6.0,1.0,1.8861440722542424
452563162,1,3.17,-73.97527699999999,40.755822,-677418915,-1,-73.94725500000003,40.793487000000006,12.0,10,2012,11,13,6.0,1.0,4.804110480373227
452563162,1,1.49,-73.996675,40.69319000000001,-677418915,-1,-73.97779799999999,40.684186999999994,8.0,10,2012,11,13,6.0,1.0,1.8790889492427367
